ESTU_CONSECUTIVO,PUNT_GLOBAL_PREDIC
EK202310230815,134.75
EK202310209305,139.8
EK202310138624,142.65
EK202310126039,137.0
EK202310131814,136.1
EK202310184163,148.45
EK202310118608,117.8
EK202310227117,127.75
EK202310152007,131.2
EK202310229187,128.3
EK202310139035,167.6
EK202310175328,145.7
EK202310159155,134.75
EK202310239122,111.3
EK202310167140,153.6
EK202310186155,163.1
EK202310193982,131.05
EK202310138270,140.1
EK202310117049,152.6
EK202310142284,131.15
EK202310164426,140.3
EK202310176396,146.35
EK202310201189,184.6
EK202310004591,131.9
EK202320005991,148.7
EK202310231608,128.05
EK202310136139,144.2
EK202310113238,150.1
EK202310158141,170.75
EK202310126316,141.9
EK202310123281,158.35
EK202310167569,152.1
EK202310174151,141.95
EK202310116527,139.85
EK202310193916,139.35
EK202310227923,137.75
EK202310240783,137.35
EK202310143752,128.6
EK202310106162,139.6
EK202310107199,150.85
EK202310213671,135.75
EK202310208384,137.9
EK202310196006,171.05
EK202310134465,170.05
EK202310151047,132.45
EK202310124565,137.25
EK202310183135,142.5
EK202310213685,134.75
EK202310143407,154.8
EK202310210115,171.7
EK202310110851,166.7
EK202310229392,146.5
EK202310204386,128.95
EK202310235968,157.55
EK202310199913,135.95
EK202310138545,142.6
EK202310116537,138.85
EK202310134658,152.85
EK202310224022,153.35
EK202310234186,120.7
EK202310163888,150.7
EK202310212249,126.55
EK202310140225,145.2
EK202310140896,143.4
EK202310186538,147.55
EK202310136216,149.75
EK202310108888,143.8
EK202310182062,169.95
EK202310163277,156.5
EK202310107567,123.0
EK202310120960,157.25
EK202310180719,127.75
EK202310131600,141.35
EK202310177372,154.45
EK202310126121,155.9
EK202310162878,139.4
EK202310201167,180.95
EK202310160968,144.9
EK202310197271,133.25
EK202310181868,147.3
EK202310151314,143.0
EK202310164572,156.2
EK202310205777,148.6
EK202310138104,131.25
EK202310167840,140.1
EK202310226831,149.55
EK202310147830,156.85
EK202310197709,129.1
EK202310213022,152.3
EK202310193283,133.0
EK202310205081,136.2
EK202310122178,148.05
EK202320006555,168.1
EK202310237774,145.05
EK202310124965,144.65
EK202310186156,134.25
EK202310117980,130.85
EK202310125951,150.95
EK202310151873,131.65
EK202310207092,122.4
EK202310117489,151.05
EK202310216348,166.4
EK202310220010,139.85
EK202310214618,162.75
EK202310206863,137.1
EK202310109000,142.1
EK202310188574,173.95
EK202310165717,175.45
EK202310128017,142.2
EK202310165060,138.45
EK202310200674,142.5
EK202310221350,150.45
EK202310235065,140.4
EK202310163335,158.2
EK202310120881,136.95
EK202310137678,138.75
EK202310128015,130.05
EK202310234830,136.2
EK202310167377,139.5
EK202310164502,163.65
EK202310127391,164.95
EK202310179523,150.85
EK202310223246,128.95
EK202310108837,135.4
EK202310200232,137.05
EK202310204659,147.2
EK202310189046,145.85
EK202310137247,140.6
EK202310132734,140.05
EK202310136878,143.0
EK202310236360,134.05
EK202310228358,126.05
EK202310134060,147.2
EK202310165565,125.1
EK202310226873,151.25
EK202310189864,142.95
EK202310119822,152.7
EK202310139438,144.25
EK202310190768,159.4
EK202310165094,151.5
EK202310138047,131.1
EK202310166258,143.9
EK202310229510,149.55
EK202310226767,142.95
EK202310141133,141.5
EK202310109811,141.1
EK202310150474,186.1
EK202310179190,134.15
EK202310196236,133.1
EK202310209246,149.8
EK202310197990,150.75
EK202310207124,129.65
EK202310212257,129.5
EK202310108488,138.05
EK202310103709,129.2
EK202310232504,131.65
EK202310134238,149.75
EK202310123117,128.6
EK202310121605,157.45
EK202310173315,138.0
EK202310121739,129.0
EK202310208354,149.65
EK202310161392,166.4
EK202310234724,131.7
EK202310111484,136.7
EK202310187014,147.65
EK202310104426,137.65
EK202310145898,145.45
EK202320006067,173.45
EK202310188463,164.4
EK202310140762,127.95
EK202310218714,155.1
EK202310243661,143.35
EK202310177326,145.45
EK202310234236,138.75
EK202310227958,146.4
EK202310118900,132.5
EK202310165267,158.7
EK202310230827,139.95
EK202310171222,134.9
EK202310162860,152.0
EK202310235544,155.45
EK202310161220,170.95
EK202310121708,165.35
EK202310179835,136.85
EK202310239604,138.3
EK202310219818,127.75
EK202310161568,142.85
EK202310160061,165.85
EK202310110380,149.3
EK202310246413,119.9
EK202310235850,136.4
EK202310165684,136.75
EK202310104090,138.45
EK202310243966,130.15
EK202310228270,147.15
EK202310110387,161.2
EK202310152984,140.6
EK202310223888,127.05
EK202310204934,140.65
EK202310162381,165.35
EK202310197868,133.9
EK202310107186,109.2
EK202310163263,134.9
EK202310198200,143.85
EK202310211345,133.75
EK202310226051,145.8
EK202310123297,154.4
EK202310140795,131.5
EK202310207289,123.95
EK202310225168,132.5
EK202310183349,128.7
EK202310105114,127.55
EK202310176080,148.25
EK202310179405,139.8
EK202310190274,145.35
EK202310132186,134.7
EK202310146444,144.15
EK202310225702,130.65
EK202310218239,141.5
EK202310147577,125.75
EK202310183811,176.1
EK202310162937,152.35
EK202310157881,152.45
EK202310207952,137.95
EK202310141225,137.85
EK202310193030,146.95
EK202310122847,132.45
EK202310165669,134.4
EK202310114924,139.1
EK202310218309,147.75
EK202310208489,151.8
EK202310179997,135.75
EK202310147027,147.4
EK202310004319,114.75
EK202310175632,128.75
EK202310189340,174.45
EK202310177526,151.3
EK202310207611,157.35
EK202310194660,153.1
EK202310229979,177.6
EK202310240147,181.05
EK202310211637,137.3
EK202310149224,131.2
EK202310177662,143.65
EK202310179984,165.25
EK202310228864,156.15
EK202310180524,165.7
EK202310229356,177.05
EK202310149225,130.2
EK202310188850,163.05
EK202310237876,140.95
EK202310219004,130.4
EK202310125299,135.75
EK202310156188,139.0
EK202310238230,138.45
EK202310187694,141.0
EK202310158043,159.1
EK202310214647,152.0
EK202310221207,122.5
EK202310173575,168.7
EK202310113008,147.4
EK202310239053,144.15
EK202310104640,137.2
EK202310241514,136.95
EK202310004700,155.85
EK202310162482,137.85
EK202310119906,153.55
EK202310153205,155.15
EK202310114919,140.05
EK202310235152,136.85
EK202310203791,133.1
EK202310123842,158.0
EK202310141447,139.9
EK202310192629,143.4
EK202310244491,154.0
EK202310216050,131.5
EK202320007061,128.5
EK202310217253,149.6
EK202310187351,165.2
EK202310247064,134.0
EK202310215396,135.1
EK202310109791,152.9
EK202310238972,150.2
EK202310210241,126.05
EK202310138585,154.25
EK202310215255,126.75
EK202310181801,163.2
EK202310124314,138.85
EK202310175289,169.9
EK202310198498,132.95
EK202310154216,169.3
EK202310226242,154.15
EK202310127354,135.0
EK202310179264,153.0
EK202310139507,167.95
EK202310129883,137.95
EK202310232951,140.35
EK202310233288,145.5
EK202310121403,147.65
EK202310158908,150.8
EK202310147431,141.9
EK202310138917,145.2
EK202310149611,148.25
EK202310221612,150.95
EK202310143554,123.85
EK202310172722,135.65
EK202310199773,152.55
EK202310127375,144.05
EK202310225978,130.7
EK202310227248,147.6
EK202310116384,153.5
EK202310180690,172.3
EK202310122858,125.5
EK202310226310,135.7
EK202310195569,161.9
EK202310198823,135.85
EK202310121439,168.2
EK202310161947,145.4
EK202310232604,137.45
EK202310149617,149.95
EK202310146783,138.55
EK202310176164,142.85
EK202310135912,125.9
EK202310229257,162.55
EK202310235094,134.85
EK202310118246,147.45
EK202310185828,149.7
EK202310106494,138.55
EK202310146544,135.75
EK202310227579,132.1
EK202310248311,123.5
EK202310204884,145.7
EK202310117059,140.05
EK202310231772,136.9
EK202310139447,109.2
EK202310189968,172.6
EK202310185749,151.2
EK202310110703,127.3
EK202310237233,129.15
EK202310240881,136.65
EK202310125013,153.65
EK202310128536,128.1
EK202310153537,163.35
EK202310190471,156.95
EK202310151841,147.8
EK202310202685,128.1
EK202310105765,146.1
EK202310136470,128.25
EK202310202012,131.6
EK202310125711,154.6
EK202310157673,133.85
EK202310164027,136.8
EK202310151517,176.25
EK202310180147,132.4
EK202310198373,159.95
EK202310204349,152.95
EK202310219251,134.05
EK202310172594,141.0
EK202310179118,135.1
EK202310150133,134.7
EK202310165331,138.85
EK202310163772,127.6
EK202310126377,133.6
EK202310145984,143.35
EK202310246976,138.9
EK202310113703,158.95
EK202310232392,146.95
EK202310236403,128.45
EK202310139475,143.75
EK202310192609,146.8
EK202310224294,169.6
EK202310152213,151.0
EK202310108540,141.05
EK202310210085,157.6
EK202310226804,132.85
EK202310137397,151.35
EK202310117951,129.05
EK202310193300,150.55
EK202310106304,134.95
EK202310129954,148.1
EK202310215057,166.8
EK202310139115,131.9
EK202310212736,158.75
EK202310135023,157.05
EK202310139581,154.0
EK202310199274,146.05
EK202310211965,135.95
EK202310246061,137.9
EK202310203442,136.7
EK202310181526,167.5
EK202310193412,150.05
EK202310139031,116.0
EK202310221231,128.75
EK202310134998,177.95
EK202310141687,168.95
EK202310197304,139.8
EK202310201782,143.0
EK202310135431,173.3
EK202310208259,124.65
EK202310161380,120.2
EK202310186230,137.85
EK202310152403,129.7
EK202310116913,120.65
EK202310244061,134.9
EK202310135475,176.95
EK202310165270,143.25
EK202310138939,134.95
EK202310141892,131.85
EK202310124993,136.75
EK202310170388,135.9
EK202310157255,129.55
EK202310133503,144.65
EK202310175284,124.75
EK202310241462,157.55
EK202310154232,125.0
EK202310163615,168.5
EK202310197907,167.6
EK202310186389,122.85
EK202310245749,131.75
EK202310219676,137.9
EK202310190121,171.05
EK202310209264,134.2
EK202310210983,127.2
EK202310187936,143.15
EK202310133895,127.7
EK202310186472,150.45
EK202310206380,143.6
EK202310193643,146.0
EK202310225084,136.5
EK202310220518,138.35
EK202310169406,147.15
EK202310237549,136.95
EK202310109909,173.7
EK202310212592,134.0
EK202310179751,140.25
EK202310112820,130.8
EK202310195293,131.4
EK202310236702,140.35
EK202310145993,140.1
EK202310222902,129.65
EK202310189301,178.05
EK202310205807,153.45
EK202310163101,150.2
EK202310203688,129.65
EK202310174439,176.55
EK202310156353,166.4
EK202310162723,150.65
EK202310212065,127.65
EK202310004255,131.9
EK202310222006,141.05
EK202310194790,132.15
EK202310106043,135.6
EK202310242730,151.45
EK202310242586,129.55
EK202310176604,147.4
EK202310109635,151.7
EK202310216117,134.9
EK202310116981,142.7
EK202310221657,138.85
EK202310144341,140.1
EK202310228428,138.8
EK202310146265,146.9
EK202310209443,151.6
EK202310218588,143.35
EK202310108618,144.4
EK202310121760,133.75
EK202310107369,133.3
EK202310115437,144.55
EK202310187394,154.9
EK202310165757,137.8
EK202310195111,160.75
EK202310188262,169.15
EK202310124663,133.75
EK202310143110,122.85
EK202310211384,156.75
EK202310118553,148.95
EK202310149358,149.8
EK202310164859,147.25
EK202310207799,139.15
EK202310172115,135.6
EK202310215359,149.2
EK202310161036,138.45
EK202310223447,133.5
EK202310181639,132.5
EK202310204435,145.7
EK202310104184,148.1
EK202310160295,152.8
EK202310192033,139.2
EK202310168110,144.15
EK202310189097,151.0
EK202310167385,134.0
EK202310109968,163.15
EK202310198949,153.75
EK202310197617,179.35
EK202310108360,122.8
EK202310159270,141.15
EK202310145269,154.4
EK202310188812,134.05
EK202310125988,139.6
EK202310112939,144.35
EK202310247895,136.0
EK202310131311,121.75
EK202310183854,152.7
EK202310219712,132.9
EK202310160911,172.4
EK202310231162,142.45
EK202310135041,169.25
EK202310212037,142.25
EK202310226698,130.05
EK202310134750,126.2
EK202310148234,129.95
EK202310174532,161.55
EK202310109167,121.8
EK202310197750,167.8
EK202310164476,137.5
EK202310233270,148.1
EK202310135322,153.0
EK202310209231,139.0
EK202310202820,133.55
EK202310174302,133.15
EK202310125602,137.0
EK202310158386,128.2
EK202310242062,125.3
EK202310141111,139.55
EK202310136233,155.15
EK202310236818,138.35
EK202310184555,149.95
EK202310198830,141.95
EK202310151478,177.3
EK202310231437,124.8
EK202310150468,138.15
EK202310241943,130.2
EK202310231053,135.25
EK202310154428,138.25
EK202310192603,157.25
EK202310161912,166.0
EK202310130902,135.95
EK202310183672,155.25
EK202310227046,160.35
EK202310166255,136.65
EK202310137864,114.55
EK202310116959,139.75
EK202310238412,137.4
EK202310171649,148.7
EK202310193766,130.35
EK202310123847,171.85
EK202310146498,143.75
EK202310239626,137.5
EK202310195302,135.15
EK202310212103,128.45
EK202310192877,142.25
EK202310111009,138.85
EK202310136743,136.5
EK202310195641,132.3
EK202310227516,149.8
EK202310115577,144.3
EK202310215165,134.4
EK202310138284,158.3
EK202310126665,131.5
EK202310239150,130.45
EK202310203149,166.1
EK202310193960,120.25
EK202310171451,133.2
EK202310121337,128.85
EK202310117375,134.45
EK202310220920,145.1
EK202310115368,139.6
EK202310156865,162.25
EK202310185189,160.3
EK202310122055,132.2
EK202310215356,161.8
EK202310147958,150.5
EK202310121750,126.0
EK202310173060,141.3
EK202310163776,127.15
EK202310220192,137.1
EK202310218549,148.5
EK202310157001,171.45
EK202310225119,122.3
EK202310204051,144.9
EK202310122949,134.4
EK202310121503,139.05
EK202310131147,148.9
EK202310108909,152.8
EK202310151114,137.85
EK202310233392,141.95
EK202320007141,138.75
EK202310164522,148.9
EK202310177297,149.6
EK202310210546,144.7
EK202310184589,145.4
EK202310212117,139.0
EK202310133272,133.2
EK202310205158,146.25
EK202310174636,145.75
EK202310140946,135.35
EK202310117042,138.65
EK202310134320,144.25
EK202310229429,137.2
EK202310106153,140.55
EK202310247761,180.0
EK202310227271,130.75
EK202310239428,120.75
EK202310215784,127.85
EK202310210318,127.5
EK202310141900,123.85
EK202310184802,187.5
EK202310165235,142.35
EK202310171404,125.55
EK202310210573,156.75
EK202310210122,149.65
EK202310150189,125.8
EK202310156048,156.25
EK202310172500,166.95
EK202310132244,129.4
EK202310245342,143.5
EK202310139313,129.35
EK202310207856,136.0
EK202310116311,119.65
EK202310208589,152.75
EK202310136325,131.55
EK202310248759,127.4
EK202310198653,130.6
EK202310195491,154.35
EK202310103816,134.4
EK202310207373,153.0
EK202310227064,137.65
EK202310138546,144.1
EK202310205952,128.15
EK202310212677,158.25
EK202310228148,134.7
EK202310107729,143.25
EK202310211277,142.9
EK202310195545,150.8
EK202310116564,154.25
EK202310184823,145.8
EK202310170543,153.4
EK202310193619,128.3
EK202310239035,179.1
EK202310133171,131.45
EK202310227136,140.15
EK202310142625,131.0
EK202310244169,131.9
EK202310246581,107.95
EK202310165380,160.8
EK202310193395,128.4
EK202310109332,150.75
EK202310163291,156.0
EK202310124290,134.05
EK202310215739,134.75
EK202310241146,139.1
EK202310124580,138.6
EK202310211475,127.55
EK202310004503,149.95
EK202310143151,125.9
EK202310136531,145.65
EK202310119568,139.45
EK202310107515,133.85
EK202310189886,152.8
EK202310124398,138.8
EK202310125848,140.2
EK202310211088,133.0
EK202310156421,157.4
EK202310157177,150.3
EK202310211323,139.9
EK202310202592,142.85
EK202310194894,131.5
EK202310215071,151.1
EK202310202956,150.05
EK202310234488,143.45
EK202310187089,132.8
EK202310227517,140.55
EK202310170551,157.65
EK202310189993,154.3
EK202310149202,134.6
EK202310229780,130.4
EK202310245465,139.1
EK202310218891,139.75
EK202310124812,176.4
EK202310208935,141.7
EK202310140658,129.35
EK202310183874,155.75
EK202310107413,115.5
EK202310194042,141.35
EK202310157446,143.9
EK202310199004,135.95
EK202310135601,124.45
EK202310201970,156.45
EK202310139356,122.35
EK202310134175,150.6
EK202310108539,142.4
EK202310177643,131.9
EK202310103821,130.05
EK202310206740,174.4
EK202310131433,145.45
EK202310204350,136.0
EK202310225071,133.2
EK202310211718,132.75
EK202310131849,134.2
EK202310153172,145.9
EK202310132642,143.75
EK202310112845,134.6
EK202310177008,157.05
EK202310130444,156.25
EK202310147078,154.05
EK202310208564,148.95
EK202310194298,145.7
EK202310228548,135.85
EK202310187217,140.75
EK202310171794,136.3
EK202310174423,144.7
EK202310186521,143.25
EK202310189274,175.8
EK202310128594,129.25
EK202310213657,126.3
EK202310136140,117.45
EK202310144986,140.0
EK202310117312,163.5
EK202310165610,167.15
EK202310130595,146.25
EK202310004575,131.45
EK202310119145,143.5
EK202310179788,131.15
EK202310247106,145.45
EK202310118131,134.7
EK202310144354,130.2
EK202310192108,137.35
EK202310169582,133.5
EK202310227386,136.65
EK202310174182,139.05
EK202310222783,133.05
EK202310178639,142.3
EK202310245259,127.55
EK202310167257,148.1
EK202310162914,132.55
EK202310004463,151.6
EK202310207893,163.5
EK202310148230,136.35
EK202310116055,125.8
EK202310224157,170.25
EK202310114888,130.95
EK202310195337,176.05
EK202310216934,159.9
EK202310216677,170.05
EK202310188580,134.3
EK202310219727,140.8
EK202310166001,131.7
EK202310229705,144.0
EK202310209871,128.5
EK202310196361,130.8
EK202310234245,145.1
EK202310138920,140.15
EK202310122618,133.95
EK202310175727,133.7
EK202310155478,133.85
EK202320005560,136.55
EK202310110719,151.3
EK202310136240,137.65
EK202310186251,166.6
EK202310216248,129.6
EK202310205301,138.25
EK202310211409,131.4
EK202310154889,137.6
EK202310133167,147.35
EK202310190742,124.15
EK202310181049,127.75
EK202310190345,148.5
EK202310223134,160.0
EK202310248510,139.3
EK202310177287,155.2
EK202310127550,132.85
EK202310118313,137.95
EK202310222760,135.3
EK202310112189,147.25
EK202310141089,143.45
EK202310132200,151.75
EK202310221040,133.8
EK202310111716,141.75
EK202310206062,127.15
EK202310209855,162.05
EK202310104428,138.0
EK202310177723,132.0
EK202310003367,136.55
EK202310182125,161.6
EK202310194084,143.15
EK202310211789,127.5
EK202310132488,153.1
EK202310142803,134.45
EK202310181723,172.85
EK202310103735,142.8
EK202310219083,152.05
EK202310215988,139.75
EK202310234414,132.05
EK202310203900,143.3
EK202310137717,131.5
EK202310112769,133.25
EK202310160354,138.25
EK202310105028,129.7
EK202310128626,162.85
EK202310206626,148.5
EK202310247911,116.3
EK202310156966,159.0
EK202310111774,149.45
EK202310141388,147.45
EK202310105367,133.8
EK202310138470,135.2
EK202310238177,142.55
EK202310169946,146.2
EK202310189158,138.85
EK202310231981,139.15
EK202310174508,128.5
EK202310110650,136.15
EK202310195172,141.85
EK202310188961,131.65
EK202310219185,142.3
EK202310208623,126.8
EK202310128662,142.25
EK202310185661,150.65
EK202310157894,148.35
EK202310200928,142.35
EK202310004224,139.4
EK202310150214,130.1
EK202310111969,129.95
EK202310129506,140.5
EK202310127186,164.65
EK202310173377,124.25
EK202310163570,154.6
EK202310196742,135.3
EK202310167664,159.5
EK202310148814,139.3
EK202310200567,188.3
EK202310168414,161.45
EK202310203613,150.05
EK202310247919,157.25
EK202310200083,155.1
EK202310148844,145.0
EK202310159721,145.5
EK202310131910,133.5
EK202310153522,130.2
EK202310212250,139.8
EK202310111147,153.25
EK202310170237,135.75
EK202310166954,142.35
EK202310193804,139.6
EK202310180730,176.25
EK202310004363,159.45
EK202310123533,138.2
EK202310235018,143.7
EK202310176008,144.0
EK202310151334,133.65
EK202320007865,161.45
EK202310236423,140.3
EK202310130270,153.8
EK202310220333,140.0
EK202310196344,142.45
EK202310218805,162.6
EK202310116838,143.9
EK202310185359,134.65
EK202310150318,152.4
EK202310121733,117.3
EK202310242000,169.25
EK202310193114,131.25
EK202310171559,147.85
EK202310122635,130.0
EK202310167040,161.55
EK202310166470,141.0
EK202310195612,128.2
EK202310233457,145.4
EK202310185055,139.5
EK202310177519,149.85
EK202310247329,169.95
EK202310195549,167.3
EK202310144213,137.7
EK202310135438,154.25
EK202310226468,126.25
EK202310105289,148.55
EK202310120252,159.45
EK202310176662,142.5
EK202310114289,139.2
EK202310126976,136.95
EK202310207593,178.75
EK202310114272,134.7
EK202310199080,145.85
EK202310122669,127.65
EK202310180804,135.6
EK202310204732,157.0
EK202310200464,137.05
EK202310203808,134.95
EK202310212010,139.3
EK202310245942,141.75
EK202310004694,149.95
EK202310155200,141.65
EK202310164369,133.35
EK202310126268,139.7
EK202310170105,159.95
EK202310225963,148.4
EK202310114547,148.45
EK202310236239,132.1
EK202310112862,141.2
EK202310109972,148.6
EK202310132643,124.7
EK202310132419,149.1
EK202310161002,143.35
EK202310189189,132.15
EK202310148790,143.8
EK202310169154,155.9
EK202310196747,161.2
EK202310122266,151.45
EK202310115421,121.6
EK202310180521,139.5
EK202310167786,142.6
EK202310167076,160.8
EK202310168839,134.3
EK202310110674,125.3
EK202310236684,132.8
EK202310128770,147.55
EK202310244917,153.6
EK202310128367,153.65
EK202310129004,138.6
EK202310231478,124.35
EK202310178172,147.05
EK202310180564,129.75
EK202310112326,131.45
EK202310200330,137.9
EK202310138725,139.85
EK202310177009,147.95
EK202310220598,172.5
EK202310200436,149.6
EK202310242674,138.25
EK202310222668,160.35
EK202310118184,131.55
EK202310138203,128.35
EK202310118829,144.6
EK202310185969,148.2
EK202310216351,159.0
EK202310187284,119.9
EK202310218216,142.8
EK202310219259,130.1
EK202310120929,142.85
EK202310108093,129.9
EK202310142267,141.8
EK202310174980,138.35
EK202310114009,165.75
EK202310242966,145.0
EK202310147064,143.65
EK202310223815,139.9
EK202310185149,142.4
EK202310173756,122.8
EK202310212549,147.4
EK202310122123,125.85
EK202310148593,133.1
EK202310203858,129.45
EK202310194323,140.9
EK202310210067,136.35
EK202310247362,142.95
EK202310179728,176.85
EK202310135263,129.55
EK202310228041,164.3
EK202310198439,142.2
EK202310224121,128.05
EK202310176263,152.95
EK202310210520,127.1
EK202310153558,130.9
EK202310201528,147.2
EK202310204700,131.4
EK202310199855,156.2
EK202310133334,143.95
EK202310125891,145.9
EK202310149237,135.4
EK202310207352,127.85
EK202310143244,160.75
EK202310173902,139.4
EK202310204441,143.8
EK202310154510,151.4
EK202310197593,178.65
EK202310139918,133.1
EK202310143944,139.0
EK202310182605,136.1
EK202310113041,137.95
EK202310108339,142.6
EK202310177699,143.75
EK202310158001,148.3
EK202310243619,126.35
EK202310225367,137.0
EK202310148561,137.85
EK202310242689,141.4
EK202310146006,137.15
EK202310200037,134.75
EK202310186473,120.6
EK202310105390,126.95
EK202310150556,139.2
EK202310180347,170.7
EK202310203230,158.05
EK202310200016,138.9
EK202310154269,143.5
EK202310128087,173.3
EK202310122816,144.7
EK202310134877,150.0
EK202310195490,143.8
EK202310209715,134.3
EK202310236837,135.6
EK202310196435,129.1
EK202310139068,141.9
EK202310171012,163.8
EK202310150360,147.8
EK202310222353,176.5
EK202310197842,154.4
EK202310188412,168.4
EK202310153874,148.3
EK202310213199,149.1
EK202310127730,161.35
EK202310215194,130.9
EK202310126576,140.2
EK202310248182,136.55
EK202310198801,178.3
EK202310198160,147.75
EK202310198294,155.05
EK202310167705,120.8
EK202310217704,142.1
EK202310145831,129.15
EK202310105308,131.4
EK202310230902,130.65
EK202310202412,135.7
EK202310130126,150.4
EK202310193563,173.9
EK202310130811,147.4
EK202310169126,147.9
EK202310107052,154.05
EK202310134315,131.7
EK202310230590,136.65
EK202310212377,143.4
EK202310227080,149.85
EK202310124256,187.0
EK202310219252,134.65
EK202310230033,125.65
EK202310117668,148.9
EK202310228344,126.15
EK202310233855,122.85
EK202310147814,151.45
EK202310107881,144.95
EK202310230203,174.4
EK202310177383,166.7
EK202310122567,138.35
EK202310207619,151.4
EK202310202333,141.3
EK202310189380,135.6
EK202310180057,135.15
EK202310202234,159.65
EK202310233426,169.1
EK202310175207,134.5
EK202310204631,151.9
EK202310194398,138.6
EK202310139820,139.8
EK202310116562,153.35
EK202310229058,126.55
EK202310247161,134.05
EK202310189860,135.1
EK202310104099,147.6
EK202310244738,159.7
EK202310247933,134.9
EK202310149446,156.95
EK202310161930,152.75
EK202310116286,128.0
EK202310109850,144.8
EK202310204890,146.65
EK202310124176,122.3
EK202310231512,123.35
EK202310157031,148.7
EK202310219683,135.9
EK202310105922,136.1
EK202310003444,150.05
EK202310128205,126.05
EK202310136781,171.7
EK202310195373,157.05
EK202310140338,129.2
EK202310178676,146.0
EK202310234329,152.5
EK202310115125,160.7
EK202310219503,131.55
EK202310201769,146.25
EK202310139458,130.3
EK202310194338,182.5
EK202310223572,152.4
EK202310125065,166.05
EK202310227016,125.05
EK202310176702,158.75
EK202310155243,158.1
EK202310192723,141.95
EK202310198191,147.05
EK202310105422,144.55
EK202310105777,160.5
EK202310187970,135.95
EK202310236294,165.35
EK202310210632,143.65
EK202310122661,142.9
EK202310132816,157.75
EK202310221993,137.7
EK202310235308,153.15
EK202310232426,135.4
EK202310225207,128.6
EK202310120329,147.55
EK202310174955,141.05
EK202310233002,139.7
EK202310226820,138.7
EK202310231561,129.3
EK202310178128,138.8
EK202310231088,127.85
EK202310147614,169.45
EK202310192044,139.45
EK202310207423,121.05
EK202310144998,143.05
EK202310160433,148.1
EK202310182388,153.15
EK202310004163,138.8
EK202310178635,134.55
EK202310147316,168.3
EK202310137625,135.85
EK202310234674,143.85
EK202310206395,134.85
EK202310198108,170.5
EK202310230135,138.9
EK202310124667,131.2
EK202310197608,176.1
EK202310239140,145.8
EK202320006708,135.5
EK202310141682,130.3
EK202310173078,125.5
EK202310180684,167.05
EK202310168825,136.0
EK202310196603,125.85
EK202310143301,172.55
EK202310198024,153.15
EK202310238866,177.5
EK202310174309,125.2
EK202310169127,117.55
EK202310118888,141.15
EK202310219211,138.75
EK202310117888,124.05
EK202310203714,137.1
EK202310212227,139.95
EK202310224375,132.4
EK202310169753,129.55
EK202310218369,151.4
EK202310229422,154.2
EK202310114027,134.45
EK202310191499,137.3
EK202310123832,131.55
EK202310117550,130.65
EK202310153034,147.0
EK202310147526,140.75
EK202310240029,133.7
EK202310208321,149.1
EK202310110615,127.15
EK202310172001,136.7
EK202310245514,140.3
EK202310113405,136.15
EK202310133712,171.3
EK202310220573,137.85
EK202310127361,154.15
EK202310203296,116.65
EK202310205467,129.95
EK202310182859,154.3
EK202310116644,142.35
EK202310143055,133.6
EK202310137541,150.45
EK202310240346,141.4
EK202310231920,145.65
EK202310003793,127.6
EK202310179099,151.8
EK202310182101,143.1
EK202310180654,146.3
EK202310203568,154.4
EK202310201589,150.65
EK202310185227,147.55
EK202310204045,134.85
EK202310231962,138.55
EK202310206237,137.2
EK202310129023,161.95
EK202320005658,132.9
EK202310155013,152.6
EK202310207955,132.7
EK202310175039,124.65
EK202310189095,158.55
EK202310222588,137.1
EK202310194826,137.05
EK202310116127,131.8
EK202310186036,129.2
EK202310228425,135.45
EK202310142709,126.9
EK202310212132,128.75
EK202310106890,121.95
EK202310244866,141.45
EK202310185150,133.2
EK202310137324,130.0
EK202310171191,125.5
EK202310113505,128.65
EK202320007023,149.75
EK202310119257,160.65
EK202310149918,162.85
EK202310223014,132.05
EK202310201000,152.75
EK202310172203,131.75
EK202310203943,151.6
EK202310120010,118.4
EK202310108002,145.45
EK202310241637,136.55
EK202310174800,137.65
EK202310127377,165.15
EK202310122799,148.55
EK202310229843,136.4
EK202310226129,140.45
EK202310140081,170.35
EK202310229999,127.25
EK202310203546,151.95
EK202310209757,141.6
EK202310116016,138.9
EK202310165012,179.7
EK202310122837,129.9
EK202310146822,158.55
EK202310112044,129.4
EK202310166309,150.55
EK202310172353,145.7
EK202310111013,146.55
EK202310134532,128.1
EK202310201623,124.0
EK202310207833,140.1
EK202310153627,147.45
EK202310173741,142.65
EK202310233377,140.8
EK202310108336,128.3
EK202310144097,133.7
EK202310242026,141.6
EK202310123987,182.85
EK202310201556,145.35
EK202310141802,164.6
EK202310160116,148.05
EK202310208420,150.65
EK202310201286,151.05
EK202310242784,135.75
EK202310207678,118.8
EK202310235367,143.0
EK202310138835,139.6
EK202310126496,151.9
EK202310210203,140.75
EK202310160698,154.6
EK202310131627,139.5
EK202310192509,121.1
EK202310237182,155.1
EK202310195225,142.2
EK202310209548,134.3
EK202310170414,132.2
EK202310178511,142.35
EK202310169436,146.85
EK202310163299,140.7
EK202310197411,128.7
EK202310208679,139.5
EK202310178121,140.0
EK202310126051,121.85
EK202310158375,141.35
EK202310190778,136.5
EK202310154851,117.2
EK202310179709,132.3
EK202310114702,132.65
EK202310167850,136.35
EK202310004729,139.85
EK202310183539,155.0
EK202310196615,155.35
EK202310162856,143.0
